sub,Perception,WM
sub1,2.096162357938124,1.8194113251293471
sub2,2.2532282554804537,1.9241932608720296
sub3,2.125542978616133,1.8851841648664749
sub4,2.13264942328467,1.858762547849432
sub5,2.1398670319553723,1.8181516159927509
sub6,2.1462850647392484,1.872514400666567
sub7,2.1482531672175194,1.8765242844033092
sub8,2.108744913698431,1.8404045831883518
sub9,2.1217379201345814,1.8312193347027477
