category,n,mean,SD,SEM,CI95_low,CI95_high,median,min,max
Perception,528,2.142825924739689,0.15752378205772513,0.006855342684471251,2.1293587711128272,2.156293078366551,2.117760233178183,1.8528103135586491,3.0829554110380584
WM,528,1.856057865941958,0.1353465366686364,0.0058902019612495325,1.844486707743685,1.867629024140231,1.8376098473523892,1.6236414001994397,2.3212287214472713
